artist,song,genre,subgenre,year,beats,tempo,mfcc,zero_crossing_rate,rolloff,spectral_centroid,spectral_bandwidth,chroma_stft,rmse_1,rmse_2,rmse_3,rmse_4,rmse_5,rmse_6,rmse_7,rmse_8,rmse_9,rmse_10,rmse_11,rmse_12,rmse_13,rmse_14,rmse_15,rmse_16,rmse_17,rmse_18,rmse_19,rmse_20,file
Loquillo,La mataré,Rock,Rock en Español,1987,602,132.51201923,5.599533557891846,0.0737027376526784,6558.369446999132,3083.6228074876285,3246.7343039660345,0.45016155,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000007,0.00000030,0.00000479,0.00002063,0.00050933,0.01207268,0.02786858,0.04263948,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Mago de Oz_La Costa Del Silencio_Rock_Rock en Español_2003.mp3
Los Enemigos,John Wayne,Rock,Rock en Español,1988,550,147.65625,3.8310818672180176,0.0483604004027743,4533.601336036639,2214.246622114098,2613.460820878679,0.482467,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000020,0.00008891,0.00028952,0.02163875,0.08840737,0.13938805,0.18241182,0.21886884,0.22914480,0.22788195,0.22308122,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Lobo_Hombre en París_Rock_Rock en Español_1984.mp3
Los Rodríguez,Sin documentos,Rock,Rock en Español,1993,420,97.50884434,11.038334846496582,0.043907612484201,4519.15077433797,2060.870976791939,2543.320379103706,0.5010489,0.00000000,0.00000000,0.00000000,0.00000000,0.00005799,0.05074983,0.06368615,0.08010790,0.09244040,0.09158780,0.09251604,0.08986153,0.08305300,0.07734744,0.08015668,0.07232425,0.06783774,0.05893356,0.04111845,0.04285733,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Loquillo_La mataré_Rock_Rock en Español_1987.mp3
Mago de Oz,La posada de los muertos,Rock,Rock en Español,2005,893,151.99908088,-2.899125814437866,0.0720021104327255,4944.379380489364,2525.172370436744,2611.0741272071305,0.47829273,0.00000000,0.00000000,0.00029651,0.00164811,0.03608641,0.04469421,0.05547359,0.06451757,0.06659377,0.06987804,0.06722197,0.06834605,0.06393907,0.06206755,0.06532726,0.06378613,0.06165940,0.06175349,0.05998237,0.05788296,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Los Enemigos_John Wayne_Rock_Rock en Español_1988.mp3
Rosendo,Maneras de vivir,Rock,Rock en Español,2004,452,95.703125,0.8860619068145752,0.0821181907135586,6330.331176211604,2975.4542887880057,2939.1518945124544,0.45398042,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000033,0.00050426,0.00096096,0.00125695,0.00150147,0.00163179,0.00163185,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Los Rodríguez_Sin documentos_Rock_Rock en Español_1993.mp3
Rosendo,Masculino singular,Rock,Rock en Español,2002,759,147.65625,3.312762260437012,0.0474316560121861,5704.383658729759,2589.2674604512163,3270.064849763197,0.49913883,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Mago de Oz_La posada de los muertos_Rock_Rock en Español_2005.mp3
Parálisis Permanente,Autosuficiencia,Rock,Rock en Español,1984,533,123.046875,10.237005233764648,0.0503493579022734,5581.385487302485,2570.4499567255816,3051.172007168489,0.48510757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00000532,0.00004993,0.00006601,0.00008127,0.00009129,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Rosendo_Maneras de vivir_Rock_Rock en Español_2004.mp3
Piperrak,Kualkier dia,Rock,Rock en Español,1994,490,123.046875,7.854129314422607,0.0759772108363781,6478.151593452231,3136.626840056017,3317.0878123325583,0.49290752,0.00000000,0.00004826,0.04480710,0.12020537,0.13982539,0.15998052,0.18406919,0.15742122,0.15763542,0.26132172,0.30058250,0.31256551,0.32800460,0.26740983,0.24243757,0.23989102,0.22728638,0.23802498,0.21655844,0.20581879,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Rosendo_Masculino singular_Rock_Rock en Español_2002.mp3
Platero y Tu,El roce de tu cuerpo,Rock,Rock en Español,1996,450,139.67483108,-8.600160598754883,0.0745124249478217,5680.225789242092,2898.821309076351,3067.5977593167336,0.4369015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000012,0.00000206,0.00002030,0.00004188,0.00005048,0.00006082,0.00006769,0.00006215,0.00006185,0.00005943,0.00005967,0.00006014,0.00006228,0.00006729,0.00006244,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Mojinos Escozíos_Las niñas de la Salle_2004.mp3
Porretas,Marihuana,Rock,Rock en Español,1997,191,95.703125,-2.82792592048645,0.0698302413231475,7719.113143047795,3716.7228107909073,3798.3373142106434,0.5467991,0.00000000,0.00000142,0.00024165,0.00034200,0.00037568,0.00037652,0.00028963,0.00016049,0.00004487,0.00004299,0.00004264,0.00004328,0.00004426,0.00004451,0.00004453,0.00004477,0.00004493,0.00004514,0.00004604,0.00004649,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Parálisis Permanente_Autosuficiencia_Rock_Rock en Español_1984.mp3
Seguridad Social,Acción,Rock,Rock en Español,1990,386,93.96306818,6.755361557006836,0.0608436535627101,4929.387683032938,2544.2664354961044,2790.509266368788,0.49152708,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Piperrak_Kualkier dia_Rock_Rock en Español_1994.mp3
Soda Stereo,De Música Ligera,Rock,Rock en Español,1990,342,86.1328125,5.4275336265563965,0.0776249471586343,5674.783001612796,2835.535179266952,2733.875286815423,0.49281618,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Platero y Tu_El roce de tu cuerpo_Rock_Rock en Español_1996.mp3
Triana,Quiero contarte,Rock,Rock en Español,1979,320,89.10290948,5.362654685974121,0.081767664323414,5869.062189484076,3002.508276996619,2986.746947105375,0.45184058,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Porretas_Marihuana_Rock_Rock en Español_1997.mp3
Reincidentes,Vicio,Rock,Rock en Español,1994,287,103.359375,7.41405725479126,0.0692046118390134,5458.417373144103,2782.4441679751344,2958.482364601678,0.55621856,0.00000000,0.00000200,0.00037300,0.00085300,0.00232900,0.00605700,0.00988800,0.01105300,0.01577000,0.02671700,0.03631100,0.04837800,0.05653000,0.06098700,0.06162600,0.05836200,0.05591300,0.05269900,0.05293300,0.05275200,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Reincidentes_Vicio_Rock_Rock_en Español_1994.mp3
Dj Napo,El ritmo ms,Electronica,Techno,1999,918,143.5546875,1.3505985736846924,0.0732296285132752,6491.287354882934,3195.2629952504885,3304.6450009302253,0.5886106,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Dj-Napo_El-ritmo-ms_Electronica_Techno_1999.mp3
Abel The Kid y Raul Ortiz,Electrication,Electronica,Techno,2002,918,139.67483108,0.3316147923469543,0.0669773579854619,7425.992813108222,3544.000786119461,3680.9235105418056,0.6799916,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00026100,0.00029800,0.00030400,0.00034700,0.00030400,0.00038500,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Abel-The-Kid-y-Raul-Ortiz_Electrication_Electronica_Techno_2002.mp3
Abel the Kid y Raul Ortiz,Baila,Electronica,Techno,2004,961,139.67483108,5.47695779800415,0.0263010576835632,5245.070596038419,2266.3186736286,3048.29224553578,0.6775567,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00492200,0.03140800,0.04606600,0.11281200,0.11660100,0.14468400,0.16261900,0.17932300,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Abel-the-Kid-y-Raul-Ortiz_Baila_Electronica_Techno_2004.mp3
Alex Trackone y Dj Napo,La nube,Electronica,Techno,2000,1111,139.67483108,4.739414215087891,0.041777207971008,5284.012634002705,2370.754805404596,2871.841016318141,0.6231673,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000900,0.00013800,0.00336400,0.01432800,0.03853100,0.05219200,0.05331200,0.05505500,0.06016100,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Alex-Trackone-y-Dj-Napo_La-nube_Electronica_Techno_2000.mp3
Alex Trackone,Genetiko,Electronica,Techno,2006,865,139.67483108,6.518306255340576,0.1165835569881208,8934.48524959634,4454.064875530782,3817.410617274592,0.701299,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00010300,0.13747900,0.19336600,0.27470200,0.30447800,0.28104300,0.26907300,0.19735300,0.15542200,0.14301500,0.09854500,0.08196800,0.07513700,0.06916900,0.06907200,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Alex-Trackone_Genetiko_Electronica_Techno_2006.mp3
Alex Trackone ala Lawrence Lock,Technobase,Electronica,Techno,2004,1019,139.67483108,4.382026672363281,0.0844967630933616,8562.778671292874,3962.8271937909913,3903.017463711481,0.6683287,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000400,0.00004400,0.00019800,0.04839100,0.10792500,0.12336200,0.13812000,0.15391300,0.14539000,0.18764700,0.24588300,0.24816400,0.24901900,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Alex-Trackone-ala-Lawrence-Lock_Technobase_Electronica_Techno_2004.mp3
Ben Sims,Remanipulator,Electronica,Techno,1998,640,135.99917763,6.911355972290039,0.0810462532891501,6067.773654599277,3059.114215324661,2943.9187821613177,0.68922716,0.00000000,0.00000900,0.00525100,0.00545600,0.01324300,0.02192400,0.03278900,0.03587900,0.03428300,0.03182900,0.02823800,0.03235700,0.03276100,0.03128600,0.02760300,0.02043900,0.02074600,0.02177700,0.01855700,0.03178900,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Ben-Sims_Remanipulator_Electronica_Techno_1998.mp3
Cisco Ferreira aka The Advent,Kurva,Electronica,Techno,2005,800,139.67483108,8.645256042480469,0.0602463421689878,8029.235487342105,3470.926014628333,3907.2390878384767,0.5890338,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Cisco-Ferreira-aka-The-Advent_Kurva_Electronica_Techno_2005.mp3
Danili Di Corto,Time of passion,Electronica,Techno,2007,954,143.5546875,5.153558731079102,0.055063832003451,7533.821512709798,3244.270764274474,3841.6335653635033,0.6586342,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Danili-Di-Corto_Time-of-passion_Electronica_Techno_2007.mp3
David Marshall,Embola,Electronica,Techno,2005,829,143.5546875,0.8435987830162048,0.0695694331385739,8115.878565352178,3688.422144413276,3792.56211396676,0.6707811,0.00000000,0.00000000,0.00000700,0.00003100,0.00119000,0.00174700,0.00185600,0.00265000,0.00303700,0.00286000,0.00368100,0.00362100,0.00313600,0.02067300,0.04665400,0.06154400,0.07364100,0.08250800,0.08070000,0.07902300,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/David-Marshall_Embola_Electronica_Techno_2005.mp3
Digital Express,The Club,Electronica,Techno,2004,1051,135.99917763,5.984379291534424,0.050445739036189,5314.82473605712,2563.089640494559,2901.194865094596,0.55842334,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Digital-Express_The-Club_Electronica_Techno_2004.mp3
Digital Express y Michel de Hey,The club remix,Electronica,Techno,2002,863,132.51201923,6.99404239654541,0.0595256387577158,6251.34952521506,3023.4291019622387,3034.9189956376867,0.6097839,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000300,0.00051000,0.02090200,0.02093800,0.02102500,0.16247200,0.20301200,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Digital-Express-y-Michel-de-Hey_The-club-remix_Electronica_Techno_2002.mp3
Dj Gilbert,Dulux,Electronica,Techno,2000,897,139.67483108,2.166711568832397,0.0979396888716166,7856.524786256401,3869.440316431382,3583.633043138326,0.5953344,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00003200,0.04438300,0.08918200,0.10754800,0.12081700,0.12201300,0.10533800,0.10313500,0.09708400,0.09811200,0.09992100,0.09859400,0.10440700,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Dj Gilbert_Dulux_Electronica_Techno_2000.mp3
Filterheadz,Yimanya,Electronica,Techno,2005,1156,135.99917763,5.688680171966553,0.0859602532605345,7114.6528447813935,3332.8839682676835,3360.210701083696,0.51142603,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000100,0.00000100,0.00000900,0.00002200,0.00005300,0.00056800,0.00961100,0.09139600,0.09141600,0.09141400,0.09091000,0.00192400,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Filterheadz_Yimanya_Electronica_Techno_2005.mp3
Jeff Mills,The Bells,Electronica,Techno,1996,647,135.99917763,7.858260631561279,0.0436008440046565,5547.166114492594,2433.991377138705,2995.4392734168105,0.58939886,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Jeff Mills_The Bells_Electronica_Techno_1996.mp3
Jeff Mills & Dj Rolando,Jaguar remix,Electronica,Techno,2002,825,132.51201923,-0.4403943419456482,0.1327206248871399,9654.17413825494,5085.331097845319,3978.969982087119,0.5666208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Jeff Mills & Dj Rolando_Jaguar remix_Electronica_Techno_2002.mp3
Julio Posadas,Indhu,Electronica,Techno,2022,993,135.99917763,3.0426154136657715,0.0613273789745012,5947.249296870968,2730.804171522007,2983.2379441815497,0.6083168,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000200,0.00191200,0.00266200,0.00607600,0.00789700,0.00804200,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Julio Posadas_Indhu_Electronica_Techno_2022.mp3
Lithium,Deep jungle,Electronica,Techno,2002,390,68.90625,8.578567504882812,0.0477387435295779,6481.230261731308,2876.1548015566823,3384.7501525997,0.6517071,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Lithium_Deep jungle_Electronica_Techno_2002.mp3
Mackenzie Feat. Jessy,Arpegia (Without You),Electronica,Techno,1998,1573,139.67483108,-2.438395738601685,0.0417740733375869,4633.48279859941,2165.450709929293,2790.973275815192,0.4525923,0.00000000,0.00000000,0.00000000,0.00000000,0.00000200,0.00110900,0.00592500,0.01411300,0.01908100,0.02206600,0.02297700,0.02076800,0.01852800,0.01796600,0.01986600,0.02135300,0.02237500,0.02261100,0.02324400,0.02356500,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Mackenzie Feat. Jessy_Arpegia (Without You)_Electronica_Techno_1998.mp3
Mauro Picotto,Bangkok,Electronica,Techno,2005,857,135.99917763,9.53321647644043,0.0644147337080058,6954.807152609224,3110.294405188597,3551.414886011514,0.66572106,0.00124700,0.00197400,0.21587000,0.29059800,0.33781100,0.39406600,0.36722600,0.36607100,0.35185700,0.32144200,0.33534600,0.32758300,0.32098200,0.30696100,0.29774100,0.29039300,0.29847700,0.30805100,0.29252300,0.27178500,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Mauro Picotto_Bangkok_Electronica_Techno_2005.mp3
Max Walder & Manu Kenton,Bongo Spirit,Electronica,Techno,2007,904,139.67483108,3.799596071243286,0.1127100302117303,8486.909550828612,4172.346583694956,3732.1441675186297,0.5865232,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00002800,0.00019400,0.00030700,0.00043400,0.00048900,0.00045600,0.00042300,0.00030700,0.00028700,0.00030100,0.00025700,0.00024700,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Max Walder & Manu Kenton_Bongo Spirit_Electronica_Techno_2007.mp3
Mojado,Fuerte,Electronica,Techno,2007,766,139.67483108,1.6935884952545166,0.0709274202808302,7124.803827996826,3340.728621879559,3429.269308905987,0.60368013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000700,0.00004600,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Mojado_Fuerte_Electronica_Techno_2007.mp3
Plastikman,Spastik,Electronica,Techno,1993,1015,126.04801829,-8.499324798583984,0.0980936354087231,6775.803144287825,3513.461695596024,3129.780453837664,0.5982527,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Plastikman_Spastik_Electronica_Techno_1993.mp3
Randy Katana,Fancy Fair,Electronica,Techno,2009,890,139.67483108,3.237711191177368,0.0704633465756827,6971.886566374375,3183.7818680355,3461.2433758231523,0.49485675,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000100,0.00000200,0.00000400,0.00000500,0.00000700,0.00000700,0.00000800,0.00000700,0.00000700,0.00000700,0.00000700,0.00000700,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Randy Katana_Fancy Fair_Electronica_Techno_2009.mp3
Randy Katana,One solid wave original mix,Electronica,Techno,2003,567,139.67483108,-13.800622940063477,0.0564701800851178,5003.616121769876,2345.690952855883,2320.904787058724,0.317317,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Substate_Horizon_Electronica_Techno_2005.mp3
Substate,Horizon,Electronica,Techno,2005,824,132.51201923,3.550985336303711,0.0755257908121554,6039.142368633502,2980.257596885252,2899.4217674331426,0.59805083,0.00000000,0.00000000,0.00000000,0.00000000,0.00028200,0.05070700,0.10116200,0.12863300,0.14123500,0.14291200,0.12270500,0.10732600,0.10195500,0.09669000,0.09252200,0.08225300,0.07456100,0.06566900,0.05700600,0.05421900,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Surgeon_La Real_Electronica_Techno_2000.mp3
Surgeon,La Real,Electronica,Techno,2000,937,135.99917763,7.124649524688721,0.0353160140234343,5189.124572444781,2337.3401231116154,2850.3662841426662,0.6209538,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00048700,0.00419100,0.08365900,0.11065400,0.12585200,0.13788900,0.12472400,0.11869400,0.12012600,0.12371600,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Taksi_Schneesturm_Electronica_Techno_2001.mp3
Taksi,Schneesturm,Electronica,Techno,2001,1287,139.67483108,4.160575866699219,0.0468527546012157,5336.346511600541,2504.4787635404264,2844.1019973807543,0.60442924,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000100,0.00064200,0.00107300,0.00112000,0.00149300,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Tekken_Tribal Pursuit_Electronica_Techno_2001.mp3
Tekken,Tribal Pursuit,Electronica,Techno,2001,754,143.5546875,-0.4059242904186249,0.0464724608126408,4164.023455243137,2066.3590187094883,2411.348460129799,0.46581665,0.00000000,0.00000000,0.00000100,0.00000200,0.00049600,0.00080500,0.00133800,0.00138400,0.00146700,0.09933000,0.15919200,0.21710500,0.29703200,0.36630100,0.42976200,0.46723800,0.47362200,0.46691200,0.43020500,0.40739300,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/The Advent_Inn Balance (Cozmic Spore Remix)_Electronica_Techno_2003.mp3
The Advent,Inn Balance (Cozmic Spore Remix),Electronica,Techno,2003,416,135.99917763,7.218976020812988,0.0576332089945568,5744.514485826817,2782.3648235704754,3224.794823820278,0.44402307,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/The Roc Project feat. Tina Arena_Never Filterheadz remix_Electronica_Techno_2004.mp3
The Roc Project feat. Tina Arena,Never Filterheadz remix,Electronica,Techno,2004,538,92.28515625,10.477449417114258,0.0316816221227355,4474.110755204006,2082.919303081432,2705.70807056496,0.65737313,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Thomas Krome_Bitches From Hell_Electronica_Techno_2003.mp3
Thomas Krome,Bitches From Hell,Electronica,Techno,2003,794,135.99917763,7.212381839752197,0.0565517009599611,8656.72683554911,3818.840916402317,4002.316824435683,0.7162761,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000100,0.00000100,0.00000100,0.00124100,0.01159900,0.02822200,0.03981100,0.04195200,0.04113300,0.03700300,0.03037300,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Tim Xavier_Theater Of Sound_Electronica_Techno_2003.mp3
Tim Xavier,Theater Of Sound,Electronica,Techno,2003,752,139.67483108,7.67203426361084,0.0708700498298983,7946.175643308925,3435.342711864189,3681.075389186671,0.5680416,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00006600,0.16319700,0.23418100,0.23457900,0.23458000,0.16850600,0.01366300,0.00032100,0.00003400,0.00000700,0.00001600,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Techno/Titanium_Dukun (Marco Bailey Remix)_Electronica_Techno_2003.mp3
